"reps_used","avg_accuracy","avg_confidence"
1,0.401866515837104,0.261701550294964
5,0.439366515837104,0.273038430439573
10,0.444626696832579,0.295320547462825
15,0.484276018099548,0.303596841844208
20,0.472511312217195,0.30504197621763
25,0.424717194570136,0.302961583773966
30,0.422511312217195,0.300263993983622
40,0.411481900452489,0.297693952256627
50,0.372567873303167,0.296373760554322
