"reps_used","avg_accuracy","avg_confidence"
1,0.882522624434389,0.521614253393665
5,0.912556561085973,0.538886312217195
10,0.939705882352941,0.565213235294118
15,0.951470588235294,0.567626696832579
20,0.963970588235294,0.571137443438914
25,0.963235294117647,0.563995475113122
30,0.951470588235294,0.575454185520362
35,0.951470588235294,0.572091628959276
40,0.927941176470588,0.577983031674208
45,0.939705882352941,0.571668552036199
50,0.951470588235294,0.577923076923077
