"reps_used","avg_accuracy","avg_confidence"
1,0.340158371040724,0.560720022624434
5,0.492929864253394,0.518057126696833
10,0.530429864253394,0.522398190045249
15,0.520814479638009,0.530834841628959
20,0.572963800904977,0.534989819004525
25,0.558314479638009,0.534147624434389
30,0.530429864253394,0.52897850678733
40,0.644287330316742,0.523496606334842
50,0.620022624434389,0.543590497737557
