"reps_used","avg_accuracy","avg_confidence"
1,0.315893665158371,0.453062591086377
5,0.290893665158371,0.502019732307161
10,0.263744343891403,0.477936021899921
15,0.275509049773756,0.488513923100887
20,0.279128959276018,0.502814288710642
25,0.293778280542986,0.464713826139025
30,0.297398190045249,0.489352262641001
40,0.297398190045249,0.504473936935868
50,0.317307692307692,0.525078722680393
