"reps_used","avg_accuracy","avg_confidence"
1,0.323921568627451,0.686187961601159
5,0.426421568627451,0.664548106829033
10,0.47421568627451,0.692056328795996
15,0.552450980392157,0.709606597249707
20,0.58921568627451,0.664928011840903
25,0.575147058823529,0.670448677414919
30,0.550049019607843,0.67775841819232
40,0.576617647058824,0.669574952863303
50,0.536617647058824,0.640426797186043
