"reps_used","avg_accuracy","avg_confidence"
1,0.762843137254902,0.6826861864679
5,0.736372549019608,0.70785051643191
10,0.799803921568627,0.672808663612049
15,0.788039215686275,0.686153314425884
20,0.788039215686275,0.669998590288793
25,0.775539215686274,0.650168018771664
30,0.762205882352941,0.675145007390529
35,0.714411764705882,0.6495229694901
40,0.738676470588235,0.639497987467284
45,0.725343137254902,0.636141002772047
50,0.736372549019608,0.64751105801805
